title,team,location,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,url
"Software Quality Engineer, Books",Software and Services,,2026-05-29,200665686,apple,2026-05-29,2026-06-01,0.3018,https://jobs.apple.com/en-us/details/200665686-0836/software-quality-engineer-books?team=SFTWR
"SoC QoS/Fabric Performance Engineer, Platform Architecture",Hardware,,2026-05-29,200665859,apple,2026-05-29,2026-06-01,0.2474,https://jobs.apple.com/en-us/details/200665859-0157/soc-qos-fabric-performance-engineer-platform-architecture?team=HRDWR
SW Development Engineer - Front End Frameworks,Software and Services,,2026-05-29,200656666,apple,2026-05-29,2026-06-01,0.338,https://jobs.apple.com/en-us/details/200656666-0670/sw-development-engineer-front-end-frameworks?team=SFTWR
Battery Management Systems - Electrical Engineer,Hardware,,2026-05-29,200665714,apple,2026-05-29,2026-06-01,0.1718,https://jobs.apple.com/en-us/details/200665714-0836/battery-management-systems-electrical-engineer?team=HRDWR
"Software Engineering Manager, ASE Commerce Engineering",Software and Services,,2026-05-29,200665874,apple,2026-05-29,2026-06-01,0.4073,https://jobs.apple.com/en-us/details/200665874-2459/software-engineering-manager-ase-commerce-engineering?team=SFTWR
"Platform Software Engineer, Infrastructure Services",Software and Services,,2026-05-29,200658896,apple,2026-05-29,2026-06-01,0.3618,https://jobs.apple.com/en-us/details/200658896-3956/platform-software-engineer-infrastructure-services?team=SFTWR
Software Engineering Systems,Software and Services,,2026-05-29,200664708,apple,2026-05-29,2026-05-29,0.307,https://jobs.apple.com/en-us/details/200664708-3543/software-engineering-systems?team=SFTWR
Software Engineer – Applications,Corporate Functions,,2026-05-29,200664702,apple,2026-05-29,2026-05-29,0.3495,https://jobs.apple.com/en-us/details/200664702-0157/software-engineer-applications?team=CORSV
Software Engineer- Applications,Corporate Functions,,2026-05-29,200664701,apple,2026-05-29,2026-05-29,0.3472,https://jobs.apple.com/en-us/details/200664701-0157/software-engineer-applications?team=CORSV
"AI Search Architect - AI, Search & Knowledge Platforms",Machine Learning and AI,,2026-05-28,200594611,apple,2026-05-29,2026-06-01,0.3697,https://jobs.apple.com/en-us/details/200594611-3760/ai-search-architect-ai-search-knowledge-platforms?team=MLAI
Tools and Automation Engineer,Software and Services,,2026-05-28,200664746,apple,2026-05-29,2026-06-01,0.339,https://jobs.apple.com/en-us/details/200664746-0836/tools-and-automation-engineer?team=SFTWR
"Principal Engineer, Search and AI Infrastructure, Machine Learning Platform & Infrastructure",Machine Learning and AI,Various Locations within San Francisco Bay Area,2026-05-28,200645636,apple,2026-05-29,2026-06-01,0.4415,https://jobs.apple.com/en-us/details/200645636-3401/principal-engineer-search-and-ai-infrastructure-machine-learning-platform-infrastructure?team=MLAI
"Wallets, Payments & Commerce- Marketing Program Manager",Software and Services,,2026-05-28,200665653,apple,2026-05-29,2026-06-01,0.2909,https://jobs.apple.com/en-us/details/200665653-0836/wallets-payments-commerce-marketing-program-manager?team=SFTWR
"Software Engineering Technical Lead, Wallet Identity Server",Software and Services,,2026-05-28,200665431,apple,2026-05-29,2026-06-01,0.2954,https://jobs.apple.com/en-us/details/200665431-0836/software-engineering-technical-lead-wallet-identity-server?team=SFTWR
Thermal Engineering Technician,Hardware,,2026-05-28,200665476,apple,2026-05-29,2026-06-01,0.3647,https://jobs.apple.com/en-us/details/200665476-0157/thermal-engineering-technician?team=HRDWR
US-Manager,Apple Retail,,2026-05-28,200663059,apple,2026-05-29,2026-06-01,0.2967,https://jobs.apple.com/en-us/details/200663059-2995/us-manager?team=APPST
Communications Operations Strategist,Marketing,,2026-05-28,200664841,apple,2026-05-29,2026-06-01,0.3235,https://jobs.apple.com/en-us/details/200664841-0836/communications-operations-strategist?team=MKTG
"Machine Learning Research Engineer, SIML - ISE",Machine Learning and AI,,2026-05-28,200628549,apple,2026-05-29,2026-06-01,0.4015,https://jobs.apple.com/en-us/details/200628549-0836/machine-learning-research-engineer-siml-ise?team=MLAI
"Director, Automation & Tools - Camera & Photos",Software and Services,,2026-05-28,200665545,apple,2026-05-29,2026-06-01,0.2492,https://jobs.apple.com/en-us/details/200665545-0836/director-automation-tools-camera-photos?team=SFTWR
"AI/ML - Senior OS Software Engineer, Evaluation",Software and Services,,2026-05-28,200658427,apple,2026-05-29,2026-06-01,0.3702,https://jobs.apple.com/en-us/details/200658427-0836/ai-ml-senior-os-software-engineer-evaluation?team=SFTWR
Senior Gaming Platform Engineer,Software and Services,,2026-05-28,200665542,apple,2026-05-29,2026-06-01,0.3045,https://jobs.apple.com/en-us/details/200665542-3337/senior-gaming-platform-engineer?team=SFTWR
"Quality Engineer, Rights & Pricing",Software and Services,,2026-05-28,200665547,apple,2026-05-29,2026-06-01,0.2746,https://jobs.apple.com/en-us/details/200665547-0836/quality-engineer-rights-pricing?team=SFTWR
NPI Capacity Program Manager - iPhone,Operations and Supply Chain,,2026-05-28,200665706,apple,2026-05-29,2026-06-01,0.2727,https://jobs.apple.com/en-us/details/200665706-0836/npi-capacity-program-manager-iphone?team=OPMFG
US-Senior Manager,Apple Retail,,2026-05-28,200664362,apple,2026-05-29,2026-06-01,0.311,https://jobs.apple.com/en-us/details/200664362-2585/us-senior-manager?team=APPST
"Legal Counsel, Commercial (Retail and Online Stores)",Corporate Functions,,2026-05-28,200663233,apple,2026-05-29,2026-06-01,0.2867,https://jobs.apple.com/en-us/details/200663233-0836/legal-counsel-commercial-retail-and-online-stores?team=CORSV
Software Development Engineer - Applications,Software and Services,,2026-05-28,200664764,apple,2026-05-29,2026-06-01,0.3607,https://jobs.apple.com/en-us/details/200664764-0157/software-development-engineer-applications?team=SFTWR
"Engineering Project Manager (SAP),  IS&T Enterprise Systems",Software and Services,,2026-05-28,200645206,apple,2026-05-29,2026-06-01,0.3448,https://jobs.apple.com/en-us/details/200645206-0157/engineering-project-manager-sap-is-t-enterprise-systems?team=SFTWR
Wi-Fi System Design and Integration Engineer,Hardware,,2026-05-28,200665668,apple,2026-05-29,2026-06-01,0.2112,https://jobs.apple.com/en-us/details/200665668-3956/wi-fi-system-design-and-integration-engineer?team=HRDWR
Camera Mechanical Design Engineer,Hardware,,2026-05-28,200665471,apple,2026-05-29,2026-06-01,0.2195,https://jobs.apple.com/en-us/details/200665471-0836/camera-mechanical-design-engineer?team=HRDWR
Senior Legal Counsel - Global Supply Chain,Corporate Functions,,2026-05-28,200665302,apple,2026-05-29,2026-06-01,0.2361,https://jobs.apple.com/en-us/details/200665302-0836/senior-legal-counsel-global-supply-chain?team=CORSV
"Senior Quality Engineer, Rights & Pricing",Software and Services,,2026-05-28,200665532,apple,2026-05-29,2026-06-01,0.3064,https://jobs.apple.com/en-us/details/200665532-0836/senior-quality-engineer-rights-pricing?team=SFTWR
Senior Legal Counsel - IP Litigation,Corporate Functions,,2026-05-28,200660341,apple,2026-05-29,2026-06-01,0.2559,https://jobs.apple.com/en-us/details/200660341-0836/senior-legal-counsel-ip-litigation?team=CORSV
"AR/VR Applications Engineer - Photos, Vision Products Software",Software and Services,,2026-05-28,200655347,apple,2026-05-29,2026-06-01,0.2724,https://jobs.apple.com/en-us/details/200655347-3956/ar-vr-applications-engineer-photos-vision-products-software?team=SFTWR
CVML Engineer - 3D Reconstruction,Machine Learning and AI,,2026-05-28,200664830,apple,2026-05-29,2026-06-01,0.3569,https://jobs.apple.com/en-us/details/200664830-3956/cvml-engineer-3d-reconstruction?team=MLAI
"Machine Learning Engineer, Video Engineering",Machine Learning and AI,,2026-05-28,200665577,apple,2026-05-29,2026-06-01,0.3664,https://jobs.apple.com/en-us/details/200665577-3956/machine-learning-engineer-video-engineering?team=MLAI
"Full Stack Engineer, FindMy",Software and Services,,2026-05-28,200665699,apple,2026-05-29,2026-06-01,0.3452,https://jobs.apple.com/en-us/details/200665699-0836/full-stack-engineer-findmy?team=SFTWR
Hardware Engineering Program Manager- Home,Hardware,,2026-05-28,200662225,apple,2026-05-29,2026-06-01,0.2879,https://jobs.apple.com/en-us/details/200662225-0836/hardware-engineering-program-manager-home?team=HRDWR
"Software Engineer, Siri App Experiences",Software and Services,,2026-05-28,200664856,apple,2026-05-29,2026-06-01,0.3241,https://jobs.apple.com/en-us/details/200664856-3337/software-engineer-siri-app-experiences?team=SFTWR
Data Scientist - Health AIML,Machine Learning and AI,,2026-05-28,200665713,apple,2026-05-29,2026-06-01,0.3561,https://jobs.apple.com/en-us/details/200665713-0836/data-scientist-health-aiml?team=MLAI
US-Operations Lead,Apple Retail,,2026-05-28,200664753,apple,2026-05-31,2026-06-01,0.2689,https://jobs.apple.com/en-us/details/200664753-3068/us-operations-lead?team=APPST
US-Senior Manager,Apple Retail,,2026-05-28,200664896,apple,2026-05-29,2026-06-01,0.311,https://jobs.apple.com/en-us/details/200664896-3109/us-senior-manager?team=APPST
US-Manager,Apple Retail,,2026-05-28,200664810,apple,2026-05-29,2026-06-01,0.2975,https://jobs.apple.com/en-us/details/200664810-2820/us-manager?team=APPST
Manufacturing Design Program Manager (MDPM),Operations and Supply Chain,,2026-05-28,200665730,apple,2026-05-29,2026-06-01,0.348,https://jobs.apple.com/en-us/details/200665730-0157/manufacturing-design-program-manager-mdpm?team=OPMFG
AI Engineer - Multimodal Intelligence,Machine Learning and AI,,2026-05-28,200665673,apple,2026-05-29,2026-06-01,0.3565,https://jobs.apple.com/en-us/details/200665673-3956/ai-engineer-multimodal-intelligence?team=MLAI
Camera Mechanical FEA Engineer,Hardware,,2026-05-28,200665694,apple,2026-05-29,2026-06-01,0.2208,https://jobs.apple.com/en-us/details/200665694-3543/camera-mechanical-fea-engineer?team=HRDWR
Software Engineer – Applications,Machine Learning and AI,,2026-05-28,200664699,apple,2026-05-29,2026-05-31,0.3974,https://jobs.apple.com/en-us/details/200664699-0157/software-engineer-applications?team=MLAI
"Community Specialist, Channel Retail",Sales and Business Development,,2026-05-28,200664888,apple,2026-05-29,2026-05-30,0.3387,https://jobs.apple.com/en-us/details/200664888-3666/community-specialist-channel-retail?team=SLDEV
Software Development Engineer,Software and Services,,2026-05-28,200664791,apple,2026-05-29,2026-05-30,0.3478,https://jobs.apple.com/en-us/details/200664791-0836/software-development-engineer?team=SFTWR
Software Development Engineer,Software and Services,,2026-05-28,200664796,apple,2026-05-29,2026-05-30,0.3453,https://jobs.apple.com/en-us/details/200664796-3337/software-development-engineer?team=SFTWR
Software Development Engineer,Software and Services,,2026-05-28,200664694,apple,2026-05-29,2026-05-29,0.344,https://jobs.apple.com/en-us/details/200664694-0836/software-development-engineer?team=SFTWR
Software Developer Engineer - Applications,Corporate Functions,,2026-05-28,200664671,apple,2026-05-29,2026-05-29,0.3439,https://jobs.apple.com/en-us/details/200664671-0836/software-developer-engineer-applications?team=CORSV
Panel Process Engineer,Hardware,,2026-05-28,200664663,apple,2026-05-29,2026-05-29,0.3207,https://jobs.apple.com/en-us/details/200664663-0836/panel-process-engineer?team=HRDWR
Software Development Engineer,Software and Services,,2026-05-28,200664668,apple,2026-05-29,2026-05-29,0.3443,https://jobs.apple.com/en-us/details/200664668-0836/software-development-engineer?team=SFTWR
Engineering Project Lead,Corporate Functions,,2026-05-28,200664667,apple,2026-05-29,2026-05-29,0.2898,https://jobs.apple.com/en-us/details/200664667-0157/engineering-project-lead?team=CORSV
Software Engineer - Applications,Software and Services,,2026-05-28,200664665,apple,2026-05-29,2026-05-29,0.3549,https://jobs.apple.com/en-us/details/200664665-0836/software-engineer-applications?team=SFTWR
Financial Analyst,Corporate Functions,,2026-05-28,200664658,apple,2026-05-29,2026-05-29,0.3253,https://jobs.apple.com/en-us/details/200664658-0836/financial-analyst?team=CORSV
Strategic Sourcing Manager,Operations and Supply Chain,,2026-05-28,200664583,apple,2026-05-29,2026-05-29,0.2968,https://jobs.apple.com/en-us/details/200664583-0836/strategic-sourcing-manager?team=OPMFG
Financial Analyst,Corporate Functions,,2026-05-28,200664660,apple,2026-05-29,2026-05-29,0.3253,https://jobs.apple.com/en-us/details/200664660-0836/financial-analyst?team=CORSV
Marketing,Apple Retail,,2026-05-28,200664661,apple,2026-05-29,2026-05-29,0.2975,https://jobs.apple.com/en-us/details/200664661-2459/marketing?team=APPST
Software Development Engineer,Software and Services,,2026-05-28,200664662,apple,2026-05-29,2026-05-29,0.3443,https://jobs.apple.com/en-us/details/200664662-0836/software-development-engineer?team=SFTWR
Software Development Engineer,Software and Services,,2026-05-28,200664673,apple,2026-05-29,2026-05-29,0.344,https://jobs.apple.com/en-us/details/200664673-0836/software-development-engineer?team=SFTWR
Software Development Engineer - Applications,Corporate Functions,,2026-05-28,200664672,apple,2026-05-29,2026-05-29,0.3491,https://jobs.apple.com/en-us/details/200664672-0157/software-development-engineer-applications?team=CORSV
Software Development Engineer-Applications,Software and Services,,2026-05-28,200664690,apple,2026-05-29,2026-05-29,0.3577,https://jobs.apple.com/en-us/details/200664690-0157/software-development-engineer-applications?team=SFTWR
Software Development Engineer,Corporate Functions,,2026-05-28,200664674,apple,2026-05-29,2026-05-29,0.3344,https://jobs.apple.com/en-us/details/200664674-0157/software-development-engineer?team=CORSV
Design Verification Engineer,Hardware,,2026-05-28,200664678,apple,2026-05-29,2026-05-29,0.266,https://jobs.apple.com/en-us/details/200664678-0836/design-verification-engineer?team=HRDWR
Software Development Engineer – Test,Corporate Functions,,2026-05-28,200664683,apple,2026-05-29,2026-05-29,0.356,https://jobs.apple.com/en-us/details/200664683-0836/software-development-engineer-test?team=CORSV
Software Engineer - Applications,Marketing,,2026-05-28,200664692,apple,2026-05-29,2026-05-29,0.3755,https://jobs.apple.com/en-us/details/200664692-0157/software-engineer-applications?team=MKTG
Marcom Designer,Marketing,,2026-05-28,200664696,apple,2026-05-29,2026-05-29,0.2886,https://jobs.apple.com/en-us/details/200664696-0836/marcom-designer?team=MKTG
Front End Engineer,Hardware,,2026-05-28,200664693,apple,2026-05-29,2026-05-29,0.3198,https://jobs.apple.com/en-us/details/200664693-0836/front-end-engineer?team=HRDWR
Hardware Systems Engineer,Hardware,,2026-05-28,200664697,apple,2026-05-29,2026-05-29,0.2902,https://jobs.apple.com/en-us/details/200664697-0836/hardware-systems-engineer?team=HRDWR
Software Development Engineer,Software and Services,,2026-05-28,200664689,apple,2026-05-29,2026-05-29,0.344,https://jobs.apple.com/en-us/details/200664689-3337/software-development-engineer?team=SFTWR
Software Development Engineer,Marketing,,2026-05-28,200664687,apple,2026-05-29,2026-05-29,0.3614,https://jobs.apple.com/en-us/details/200664687-0836/software-development-engineer?team=MKTG
Software Development Engineer,Software and Services,,2026-05-28,200664670,apple,2026-05-29,2026-05-29,0.344,https://jobs.apple.com/en-us/details/200664670-0836/software-development-engineer?team=SFTWR
Module Design Engineer,Hardware,,2026-05-28,200664686,apple,2026-05-29,2026-05-29,0.2718,https://jobs.apple.com/en-us/details/200664686-0836/module-design-engineer?team=HRDWR
Software Development Engineer - Applications,Software and Services,,2026-05-28,200664684,apple,2026-05-29,2026-05-29,0.3577,https://jobs.apple.com/en-us/details/200664684-0157/software-development-engineer-applications?team=SFTWR
Strategic Sourcing Manager,Operations and Supply Chain,,2026-05-28,200664682,apple,2026-05-29,2026-05-29,0.2968,https://jobs.apple.com/en-us/details/200664682-0836/strategic-sourcing-manager?team=OPMFG
Software Development Engineer,Hardware,,2026-05-28,200664681,apple,2026-05-29,2026-05-29,0.3149,https://jobs.apple.com/en-us/details/200664681-0836/software-development-engineer?team=HRDWR
Software Development Engineer,Software and Services,,2026-05-28,200664679,apple,2026-05-29,2026-05-29,0.344,https://jobs.apple.com/en-us/details/200664679-0836/software-development-engineer?team=SFTWR
Software Development Engineer – Applications,Software and Services,,2026-05-28,200664677,apple,2026-05-29,2026-05-29,0.3648,https://jobs.apple.com/en-us/details/200664677-0157/software-development-engineer-applications?team=SFTWR
"Senior Maching Learning & Data Scientist, OS Power & Performance",Software and Services,,2026-05-28,200660998,apple,2026-05-29,2026-05-29,0.4283,https://jobs.apple.com/en-us/details/200660998-0836/senior-maching-learning-data-scientist-os-power-performance?team=SFTWR
Software Engineering Applications,Corporate Functions,,2026-05-28,200664700,apple,2026-05-29,2026-05-29,0.2931,https://jobs.apple.com/en-us/details/200664700-0157/software-engineering-applications?team=CORSV
R&D Technical Artist,Software and Services,,2026-05-28,200664786,apple,2026-05-29,2026-05-29,0.2842,https://jobs.apple.com/en-us/details/200664786-0836/r-d-technical-artist?team=SFTWR
Software Engineer - Applications,Software and Services,,2026-05-28,200664765,apple,2026-05-29,2026-05-29,0.3549,https://jobs.apple.com/en-us/details/200664765-0157/software-engineer-applications?team=SFTWR
